generation,specimen_id,total_fitness,distance,walk_straight,speed,joints_at_limits,alive_bonus,height_diff
0,0,765.0166800378465,397.6741959502868,-0.39742667986172253,277.62738671441633,-20.5,174,-63.3874759469949
0,1,-732.4588574369347,-547.6263909185054,-0.9659649275433009,-255.82893157549358,-69.09999999999997,196,-54.93757001539256
0,2,-117.43054824591445,110.72998844778307,-4.941487529452308,-321.65226118609775,-28.600000000000033,180,-52.966787978147465
0,3,-594.9596206765208,-409.63321179125967,-0.15715132398005704,-249.5386955011631,-23.89999999999999,142,-53.730562060118054
0,4,-426.27955497032303,49.892902070680684,-222.63676478794292,-321.8584317796495,-35.40000000000005,166,-62.27726047341126
0,5,-588.3937084881816,-393.7811138936492,-1.2949958986644958,-250.81312621371836,-30.100000000000026,142,-54.404472482149515
0,6,835.7990642499982,988.6943181707384,-741.4270751450941,344.70471310665465,-195.19999999999942,504,-64.97289188230124
0,7,1949.1458419974326,1215.6537964377787,-2.773906732473447,307.8194966016941,-62.70000000000043,504,-12.85354430956616
0,8,332.2623297549893,-460.3732510057976,-0.360020146200348,358.49482087637335,-52.30000000000028,504,-17.199219969385794
0,9,451.2403894003454,42.12014320128206,-4.8093151093905195,329.4461474805031,-35.59999999999999,174,-53.91658617204929
0,10,116.88594197049662,32.63077691662679,-6.798899638537292,-299.4284531058803,-93.09999999999977,504,-20.417482201712865
0,11,-567.542700347634,-378.11479462370835,-2.6999955841931973,-238.6279157915136,-27.499999999999982,134,-54.59999434821881
0,12,-3014.853098908692,-1171.6846809459128,-2527.321800209127,354.8782204662843,-110.60000000000005,504,-64.12483821993669
0,13,-651.2733728691514,-406.54096823133654,-51.57099415393274,-255.5450050799228,-25.400000000000006,142,-54.216405403959364
0,14,783.811801716512,51.75275366124976,-3.017784017964543,309.2852644005387,-64.50000000000036,504,-13.708432327311616
0,15,346.67658701372875,-170.374209891756,-34.35321278089976,331.8274342549795,-58.80000000000017,334,-55.62342456859484
0,16,190.75155709782695,-271.67348855671224,-5.48638331250754,397.9816355030673,-13.09999999999998,138,-54.97020653602062
0,17,46.187146563405996,-541.5127755724905,-2.117097941958369,406.7330927336675,-40.00000000000008,278,-54.91607265581258
0,18,-592.6152162764299,-390.03576419213033,-19.7960839235557,-251.46484597758146,-12.499999999999996,134,-52.81852218316243
0,19,-218.49071038189268,75.08165085029098,-14.948916258562779,-334.397866691291,-20.499999999999993,134,-57.7255782823299
0,20,-1389.3717021990349,-1468.8432042545055,-0.8206233553609096,-288.86396647652896,-113.79999999999998,504,-21.043908112639407
0,21,1391.2297876083348,608.1155292474907,-2.6224711038109847,355.7530475600341,-58.20000000000049,504,-15.816318095378413
0,22,-699.3590715122963,-491.2470914282687,-28.10887101327943,-260.0299819612949,-33.700000000000024,166,-52.273127109453306
0,23,315.1510812676177,-175.38774922749727,-1.4878251401477334,353.18199245698395,-45.39999999999997,238,-53.755336821721286
0,24,-882.6566434950273,-786.2268598628623,-3.0152410855227862,-252.18480891288453,-72.99999999999996,286,-54.22973363375767
0,25,649.5590145155685,-82.09187929697032,-0.19723286563237535,354.9849802781813,-114.2000000000001,504,-12.936853600010059
0,26,864.6430805810733,491.64139502770985,-71.4913377666951,299.02301134457144,-28.000000000000032,238,-64.52998802451299
0,27,-1400.862837434151,-1499.9793326910108,-11.340754665093193,-296.0103166023671,-80.29999999999988,504,-17.23243347567984
0,28,418.4163049162408,-313.05893446571474,-2.2420302237298224,308.07532283699805,-65.40000000000023,504,-12.958053231312496
0,29,-67.53885640773495,169.41950233468646,-1.2848335766184285,-327.8715250565571,-40.30000000000004,198,-65.50200010924581
0,30,1643.871465016416,905.0170874599994,-0.02893373199549554,354.6181958268739,-106.89999999999976,504,-12.834884538461923
0,31,-569.0710978935672,-572.6705764001006,-13.023465378948625,-245.51472797046785,-63.700000000000195,380,-54.162328144050065
0,32,-164.12024262815072,-719.2903548430824,-7.177226933653901,396.9686006467977,-27.599999999999987,246,-53.02126149821224
0,33,159.33070502061324,310.8848701316414,-45.885604836476595,-314.39119919544095,-49.200000000000024,310,-52.07736107911058
0,34,-586.5352817290772,-1335.3234555121824,-2.597864721431061,399.805817299758,-114.19999999999945,504,-38.21977879522242
