generation,specimen_id,total_fitness,alive_bonus,speed,height_diff,forces,distance
0,0,-415.0265095219766,73.5,-15.162540255999538,-9.36396926594996,-340.0000000000271,-124.0
0,1,-2814.358400570486,48.0,-21.588926363817148,-4.769474206706684,-2739.9999999999623,-96.0
0,2,-1226.310553731743,44.5,-35.92184036681858,-3.888713364957131,-1139.9999999999675,-91.0
0,3,-1825.2078881126654,67.5,32.994449420054146,-5.702337532754804,-1919.9999999999648,0.0
0,4,-732.313716767027,40.0,-0.21674997303142465,-3.096966794026755,-719.9999999999688,-49.0
0,5,-3240.694986716924,82.0,-29.908247709170706,-6.786739007736172,-3160.0000000000173,-126.0
0,6,-2202.324533395033,92.5,58.35199290624877,-7.176526301318247,-2299.9999999999636,-46.0
0,7,-1822.6639225722076,35.0,-41.97121639205026,-3.6927061801919425,-1739.9999999999654,-72.0
0,8,-764.7614232179261,54.0,-21.432326398482566,-4.329096819474491,-699.9999999999691,-93.0
0,9,-787.3566674397924,91.0,-18.86736935846067,-7.489298081362436,-679.9999999999693,-172.0
0,10,-564.1503145298047,164.5,75.02129259879986,-12.671607128635822,-779.9999999999687,-11.0
0,11,-732.3034213942623,155.0,-32.02210224766901,-13.281319146567304,-680.0000000000259,-162.0
0,12,-2674.4464806540245,146.0,170.27294727043457,-15.719427924440966,-3000.000000000018,25.0
0,13,-167.88849686942336,71.0,68.90590427330054,-5.794401142696434,-280.00000000002746,-22.0
0,14,-1840.7282894946636,106.0,61.755685453022565,-10.483974947721029,-1939.9999999999652,-58.0
0,15,-697.8016620879466,68.5,99.35845067811383,-5.660112766034923,-860.0000000000255,0.0
0,16,-1130.0390322485591,97.5,54.20251028252205,-11.74154253105698,-1240.000000000024,-30.0
0,17,-320.1480812364364,76.0,5.030225029508321,-5.178306265917532,-340.00000000002717,-56.0
0,18,-2226.2034412948383,72.0,12.194022931403698,-6.397464226221193,-2240.000000000021,-64.0
0,19,-224.45699509759,40.0,11.334009248605646,-2.791004346168146,-240.0000000000275,-33.0
0,20,-1280.2269452364858,89.0,32.48996587758455,-7.716911114103078,-1339.9999999999673,-54.0
0,21,-1585.4524544859423,134.0,-24.259558523898377,-11.192895962020334,-1460.0000000000236,-224.0
0,22,-879.7605407594536,97.5,-69.77657609286429,-10.48396466662018,-699.9999999999692,-197.0
0,23,-3490.3161307557416,101.0,-132.7143895580043,-12.601741197719363,-3240.0000000000177,-206.0
0,24,-3299.524636874064,64.5,42.848664209805584,-6.8733010838531134,-3400.0000000000164,0.0
0,25,-439.4233119771393,34.0,-40.11944065590202,-3.3038713212102437,-360.00000000002706,-70.0
0,26,-2096.4256988822535,172.5,29.88830738338708,-13.814006265676339,-2199.999999999964,-85.0
0,27,-1335.7847841521266,211.0,-12.798298864665416,-17.98648528749391,-1239.9999999999673,-276.0
0,28,-189.7884725386444,80.0,-47.516878146207816,-6.271594392465326,-59.999999999971266,-156.0
0,29,-181.39692968109262,81.0,76.70143282838659,-6.098362509508606,-299.9999999999706,-33.0
0,30,-8.813550740473204,104.0,99.79855800286253,-12.612108743364931,-199.9999999999708,0.0
0,31,-995.9345897824629,68.0,-78.83371670645246,-7.100873076041759,-839.9999999999687,-138.0
0,32,-1231.7386056126306,73.0,-90.05832665295817,-6.6802789596476115,-1060.0000000000248,-148.0
0,33,-954.6493536796908,64.5,-31.23498660137269,-5.914367078349305,-859.9999999999687,-122.0
0,34,-1201.407710083088,82.5,30.204997543643117,-7.112707626764794,-1299.9999999999663,-7.0
0,35,-855.2364729818757,50.0,-39.47719604144014,-4.759276940409866,-760.0000000000257,-101.0
0,36,-1398.8173752516768,191.0,125.60620876541071,-21.42358401712159,-1619.999999999966,-74.0
0,37,-1963.3803905588968,77.0,36.64954813066633,-7.02993868954195,-2040.0000000000211,-30.0
0,38,-2961.4441985591247,73.5,17.83606804005786,-6.78026659916418,-3020.000000000018,-26.0
0,39,56.79097931638793,167.0,91.31078150848464,-14.5198021921256,-179.9999999999711,-7.0
0,40,-291.88603810520436,119.5,149.53847692386478,-10.92451502904252,-520.0000000000266,-30.0
0,41,-1162.7601869724908,144.5,-143.70093216068184,-13.559254811840715,-879.9999999999684,-270.0
0,42,-163.0038159596524,98.5,-4.382553353017598,-10.121262606606848,-140.00000000002794,-107.0
0,43,-1934.75712222418,52.5,2.670494850074892,-4.927617074232978,-1940.0000000000218,-45.0
0,44,-1339.423639447173,67.0,-29.067465705623682,-5.356173741524796,-1260.0000000000246,-112.0
0,45,-3210.73516507567,167.5,-72.6946614868139,-17.540503588894886,-2959.9999999999613,-328.0
0,46,67.11581350591368,91.0,48.09633091595989,-7.980517410018026,-20.000000000028194,-44.0
0,47,-24.55414492162862,162.5,88.13079067972572,-17.184935601326675,-220.00000000002765,-38.0
0,48,-3617.2750065605583,82.0,42.63606979245632,-7.911076352999895,-3700.0000000000146,-34.0
0,49,-1380.9164142518885,93.5,70.68913335631846,-7.105547608183837,-1500.0000000000232,-38.0
0,50,-869.1617495017528,248.0,-17.366034145654197,-21.7957153560729,-760.0000000000257,-318.0
0,51,-621.6455383887456,96.0,-76.61640046579582,-8.029137922979986,-439.9999999999698,-193.0
0,52,-1534.32623576586,64.0,-44.93695491801761,-4.389280847875938,-1419.9999999999666,-129.0
0,53,-1676.0017140032817,62.5,-104.51053331663236,-6.991180686626067,-1500.0000000000232,-127.0
0,54,-378.53084142065444,75.5,55.937529415564875,-6.968370836249221,-459.9999999999701,-43.0
0,55,-206.10417368707715,72.5,56.33331004390375,-5.937483731010319,-319.99999999997056,-9.0
0,56,-2218.6689710386668,89.0,46.27009974920385,-11.939070787850037,-2320.0000000000205,-22.0
0,57,-684.1273271955388,52.0,58.1301319353661,-5.257459130879162,-780.0000000000257,-9.0
0,58,27.44011110454761,92.5,62.465794711537534,-7.525683606961734,-80.0000000000282,-40.0
0,59,101.90055907723622,109.5,103.42573007562518,-9.025170998360654,-80.0000000000283,-22.0
0,60,-908.5225006922952,90.5,89.80379611743163,-8.826296809759345,-1079.9999999999675,0.0
0,61,-1701.3314526075624,75.5,-37.291097740662536,-6.540354866877042,-1580.0000000000227,-153.0
0,62,-1383.9466151851461,82.0,-71.2262448297873,-8.72037035533478,-1220.000000000024,-166.0
0,63,-1237.9832264527197,52.5,-77.76271008049355,-5.720516372201496,-1100.0000000000246,-107.0
