generation,specimen_id,total_fitness,alive_bonus,speed,height_diff,forces
0,58,-764.7486639466423,75.0,-53.48144269920147,-8.718884222836603,-777.5483370246042
0,59,-147.12914128757117,83.0,-51.70622807464315,-8.891646158613694,-169.53126705431433
0,60,-734.3156594710083,59.5,-53.30829340955508,-6.500478125204337,-734.0068879362489
0,61,-325.20199495661745,86.5,-70.59282755853977,-9.154532625110571,-331.9546347729671
0,62,-379.06906945259186,89.0,-45.26508184579727,-9.484092395272642,-413.31989521152195
0,63,-553.5800351630761,79.5,-41.62654985561176,-9.013205326214848,-582.4402799812495
0,64,-323.5132984429372,76.0,-38.852067736959405,-7.870085147595366,-352.7911455583824
0,65,-358.90791685247495,88.0,25.52519281746474,-8.08154085160302,-464.35156881833666
0,66,-83.61425775466388,86.0,-47.2489219071979,-9.431186162715218,-112.93414968475076
0,67,-90.4888589436614,150.5,-54.695052609070075,-16.188709607911736,-170.1050967266796
0,68,4.600987501432272,115.0,-55.974449819041574,-10.945388934046276,-43.479173745479876
0,69,7.049335352041695,132.0,-64.63350083759754,-13.005710621702748,-47.31145318865802
0,70,-446.2391339736862,71.0,-52.21763330723166,-7.726515539460291,-457.2949851269942
0,71,-771.2368579073226,64.5,-33.41504182219908,-6.325660469240885,-795.9961556158826
0,72,-16.37809719717532,95.0,28.907609001758438,-9.218153067839328,-131.06755313109443
0,73,-335.4688620291267,81.5,-82.13906573735885,-8.913692290543743,-325.9161040012241
0,74,-634.1490557061918,51.0,-22.443462274482833,-4.0637152351552785,-658.6418781965536
0,75,-359.81874920647647,88.5,-33.5881439499411,-9.72722199396836,-405.003383262567
0,76,-369.0248749419593,79.5,-58.9656811253898,-8.62186493004075,-380.93732888652875
0,77,-630.5595745261314,70.5,15.330741335289563,-6.02611659226913,-710.3641992691519
0,78,-447.4701055768247,66.5,-48.724231387422016,-7.447524574294932,-457.7983496151078
0,79,-81.70554097111251,85.0,20.597866658905485,-9.148367380913694,-178.1550402491043
0,80,-532.9779917841848,67.5,-43.63479103587847,-6.645206612560326,-550.1979941357461
0,81,4.28100111181989,86.0,-55.784422715184,-10.080545268244183,-15.854030904751927
0,82,-446.112327863794,144.0,-14.28575759163007,-12.862612609974347,-562.9639576621896
0,83,51.99809645494083,72.5,35.34423968091405,-6.0001489921102475,-49.84599423386299
0,84,-918.0255595799011,112.5,-73.8967584274896,-11.013414973158845,-945.6153861792527
0,85,-859.5041411710781,71.0,-49.72077881714946,-7.795887100606795,-872.9874752533219
0,86,92.9102861585568,153.0,-37.36031695142686,-15.84708591268801,-6.882310977328325
0,87,-510.0096347109552,75.5,-48.741733848511565,-8.397796531810299,-528.3701043306334
0,88,-34.00206148091776,102.5,-64.02079468517746,-11.219941010480216,-61.261325785260084
0,89,-538.6790698949271,84.0,20.435679290778477,-7.475510436738015,-635.6392387489676
0,90,-215.84630651530594,65.5,-42.82698313084773,-6.411479837154425,-232.1078435473038
0,91,-233.1006216809589,104.0,66.54405792063477,-10.195224094034247,-393.44945550755943
0,92,-665.4735538194477,85.5,-53.68987152981925,-9.677544955057476,-687.606137334571
0,93,-73.04807568475199,96.0,6.801965296694176,-9.481173642352559,-166.3688673390936
0,94,-537.7833060950336,45.0,-19.475851290165487,-3.778706119333834,-559.5287486855343
0,95,-139.17708787186731,98.0,38.8302201259983,-9.142836548764757,-266.86447144910085
0,96,-94.69380667641609,94.0,-49.04914190207666,-8.142550705548025,-131.5021140687914
0,97,-408.74049814519054,118.0,-64.10559949508276,-12.60791461475234,-450.02698403535544
0,98,-77.3430910399205,210.5,13.757729296614357,-23.40430318638019,-278.19651715015465
0,99,-437.06456984785666,68.5,-47.73891189454566,-7.311508293023424,-450.51414966028756
0,,-573.6587419565577,74.0,-40.08056481076471,-7.548763515299822,-600.0294136304932
0,,-463.95067608093143,128.5,-84.53153688395258,-17.40485203091332,-490.5142871660655
0,,60.22277389208061,99.5,46.23060912556413,-7.655127788138758,-77.85270744534473
0,,-766.5811523512804,72.5,-51.18528631451225,-8.111215199937668,-779.7846508368305
0,,-149.09635382404477,93.5,-19.541983003330778,-9.803687630153947,-213.25068319056004
0,,-297.37396398259176,81.0,-65.20213091314828,-8.321212542447848,-304.8506205269956
0,,-352.7958173940163,92.5,-60.74386781817745,-9.230177791156171,-375.32177178468265
0,,-746.6830083789856,163.5,-9.887999818155778,-16.449373380086254,-883.8456351807436
0,,-312.4391127761667,81.5,-38.14169382506962,-8.80679281291051,-346.9906261381866
0,,-366.2436037220085,137.0,-19.220823359572066,-13.369601427844827,-470.6531789345916
0,,-561.9584331696751,98.0,-21.15967264111956,-9.179145964101567,-629.619614564454
0,,-786.6197036574963,62.0,-28.89246630896311,-5.450375743524293,-814.2768616050089
0,,-575.3617016737142,73.0,-49.73716502701048,-7.036857845535993,-591.5876788011677
0,,30.725649373821142,78.0,29.213474194545725,-7.2013578911953635,-69.28646692952923
0,,-92.08089926612237,83.0,-50.48477867782221,-9.010444342376287,-115.58567624592388
0,,-686.1474663423875,69.0,-57.114553735567796,-7.727834525871935,-690.3050780809477
0,,-158.29596211926415,95.0,-67.50411145661248,-10.164924231502017,-175.62692643114966
0,,-896.1225509128016,83.5,-37.25053709982862,-8.194548587568862,-934.177465225404
0,,-521.1666630150578,71.0,-31.57672181488518,-7.845854948272979,-552.7440862518996
0,,14.153492347790774,250.5,18.171993883187934,-29.849545517886956,-224.66895601751023
0,,-80.75154667857822,124.5,25.027351577800864,-13.003117464466996,-217.2757807919121
0,,-129.31870107779196,96.0,-39.23076190810379,-9.921296036770588,-176.16664313291759
0,,-421.4396332278839,86.0,-68.67186833248981,-9.52826505879216,-429.23949983660196
0,,-1461.4344008468615,97.5,23.640847808946837,-9.71039567749638,-1572.864852978312
0,,-84.07741665485216,111.0,20.63797224031716,-11.458035871753625,-204.2573530234157
0,,-670.4611566294279,71.0,-48.64530441797279,-7.5179947347889,-685.2978574766662
0,,-545.4982039508037,70.5,-47.10115277197788,-7.755702287321502,-561.1413488915043
0,,-111.85424008014441,99.5,-32.2304571998869,-9.097432531580226,-170.02635034867728
0,,-84.87218320274604,69.0,-48.80419509119623,-7.412651077712424,-97.65533703383738
0,,-19.394873869871248,139.5,70.39533690687617,-14.077933453646542,-215.21227732310086
0,,-381.22228175258874,82.0,-24.28358114635959,-8.502074566616416,-430.43662603961275
0,,-201.63291509203225,132.0,-46.31025110081133,-11.827097361907331,-275.4955666293136
0,,-2.43123900107247,68.0,-45.13777387323407,-7.182699090173942,-18.11076603766446
0,,-538.8077951984516,51.0,-31.31614559107818,-5.420453861356896,-553.0711957460165
0,,-226.33778660086006,104.0,-4.793147283219646,-10.333321335729636,-315.2113179819108
0,,-305.52638646625724,123.5,-62.2694766301079,-13.627789748746306,-353.129120087403
0,,-655.8795002690963,98.5,-43.40171721474089,-11.04723068498009,-699.9305523693753
0,,-768.2132545352638,68.0,-32.132973303301625,-6.321831522328088,-797.7584497096341
0,,-349.55748411280774,88.0,32.34617004953913,-7.05328253041549,-462.8503716319314
0,,-939.6617099102947,85.5,-50.71703671351552,-9.350832250049626,-965.0938409467295
0,,-219.27069877032693,65.0,-43.36160869202019,-6.574200662234949,-234.3348894160718
0,,-678.097199827371,50.0,-25.680189022092172,-4.862121117831304,-697.5548896874475
0,,-490.1712902657959,88.0,-48.97754757510957,-8.426195413220379,-520.767547277466
0,,-220.55740415996718,89.5,-49.281838181506764,-9.580195834496351,-251.19537014396406
0,,-640.4152697973949,113.0,24.42694552138585,-11.049388518552377,-766.7928268002283
0,,-219.33791156838006,77.5,-37.31229392974342,-7.306479103709853,-252.2191385349268
0,,-427.3946263727594,65.0,-26.820340048521345,-7.16228083519052,-458.4120054890475
0,,-290.37227150008516,72.5,-48.609812271484316,-7.71875391349511,-306.54370531510574
0,,-449.644145695563,64.5,-61.91859134225307,-6.335807318060458,-445.88974703524946
0,,-511.4044062026319,76.0,-27.399959720819695,-7.425449786104482,-552.5789966957077
0,,-547.6381840501604,67.5,-75.67565972448466,-7.676981170445277,-531.7855431552305
0,,-154.73218079849093,102.0,-50.793963842503814,-10.535289431033524,-195.40292752495358
0,,10.187826435303503,67.5,-37.25685484782814,-6.413548237713176,-13.641770479155184
0,,-116.64954059761516,85.0,-40.70918018849912,-8.83369272341048,-152.10666768570556
0,,-120.50647108996985,72.5,-42.955299539187926,-7.088335770183729,-142.9628357805982
0,,-142.90847233278657,58.5,-53.48143682077606,-6.2268367230477635,-141.70019878896275
0,,102.06048505296627,150.0,13.755629581889009,-15.392787937014909,-46.302356591907824
0,,-243.36396955584857,52.5,-35.967850957865664,-5.607331220940941,-254.28878737704196
0,,-615.9489898272209,96.0,15.22470593477776,-8.144817582620014,-719.0288781793786
0,,-202.96407746096057,67.0,-50.82480399095564,-6.537218305175429,-212.6020551648295
0,,-404.9661133226806,61.0,-12.266803623236841,-5.331133307535053,-448.3681763919087
0,,-34.12983061821184,72.5,-63.23533072010469,-8.023311765528574,-35.371188132578574
0,,-423.03088223109177,84.5,-34.594163644623485,-9.255797962852125,-463.68092062361615
0,,-12.596128732852602,59.0,-36.08827442327634,-5.450095688478955,-30.05775862109731
0,,-381.76093483087925,114.0,-79.84786913640045,-12.191785511390277,-403.72128018308854
0,,-428.6633758185976,100.5,52.64161251172065,-11.073772694500441,-570.7312156358179
0,,-447.4616283127641,126.5,-72.18103078252469,-15.044263140754685,-486.73633438948474
0,,-165.6661797836814,83.0,-36.52095871713448,-7.661052347006547,-204.48416871954038
0,,-356.1463921375048,113.5,-3.748317498372143,-9.073519727436606,-456.82455491169605
0,,-336.46983764284863,88.5,-36.626502399456314,-9.500124165894446,-378.84321107749787
0,,-309.01327395546167,68.5,-52.623532147223266,-7.545512562630321,-317.34422924560806
0,,-289.91129126818913,85.0,-60.59843502021474,-8.7660178445392,-305.5468384034352
0,,-606.6728494713884,62.5,-47.29233779086582,-6.127829558470439,-615.7526821220522
0,,-447.3354053966432,101.5,44.37237400646441,-10.644729955379068,-582.5630494477285
0,,3.741905278060102,98.5,-17.315195540977367,-8.05710208022847,-69.38579710073405
0,,-494.9096215623106,83.5,-49.99636185424735,-8.789811785013157,-519.6234479230501
0,,-84.09584460059223,112.5,9.76052356054595,-11.83961970629012,-194.51674845484806
0,,-520.3629285481413,84.0,-34.03236911534992,-8.067676557490138,-562.2628828753012
0,,-923.4883857286237,72.0,-57.29344703540298,-8.544112580960354,-929.6508261122603
0,,-224.2503055278893,147.0,-35.40320526598343,-13.716240663395057,-322.1308595985108
0,,-896.1783133637133,69.0,-49.77166019365864,-7.2603102248433435,-908.1463429452114
0,,49.31920486530294,90.0,-29.727229292124463,-9.093769044699629,-1.8597967978729686
0,,-1213.8017695575777,66.0,-55.84870408318104,-7.013104972714235,-1216.9399605016824
0,,-248.6059035462882,69.5,-47.473511499164694,-7.184628863116876,-263.44776318400665
0,,-281.57428981305196,106.5,-31.595643854905926,-11.270907315752938,-345.2077386423931
0,,-595.1857348943396,126.0,-39.075329888486635,-12.880904727939885,-669.2295002779131
0,,-1.5198475143299675,119.5,28.165410249039578,-10.407137576001958,-138.7781201873676
0,,-71.25877688504022,143.5,17.313015505892928,-15.934253904797826,-216.13753848613533
0,,-564.0043485393493,80.0,27.51559780707246,-8.231064746751002,-663.2888815996707
0,,-60.319223644742266,83.5,-32.82752073025321,-8.560497198494122,-102.43120571599493
0,,-225.54207664451664,98.5,-39.66781111867457,-8.67300978383627,-275.7012557420058
0,,-326.9388987422898,82.5,-60.21693188044875,-7.3520803920036375,-341.8698864698374
0,,151.78041810350516,122.0,47.602669762122495,-12.638796520242572,-5.183455138374757
0,,-414.1073320837106,84.0,-47.04924250928457,-8.069975607337591,-442.98811396708845
0,,-488.16930218046946,60.5,-34.69839090022717,-6.02052317767237,-507.95038810256995
1,5,-549.3223125624268,64.5,-33.23622220755479,-5.902286980230581,-574.6838033746413
1,6,-286.8482351157411,81.0,24.35040592369804,-7.750566119496501,-384.44807491994266
1,7,-146.71839911395972,197.0,52.701086731928804,-18.65421503819432,-377.7652708076942
1,8,155.62652179172596,250.5,54.918948709660675,-29.80529654551703,-119.9871303724177
1,9,-148.9155318093795,102.5,-36.138440488715474,-9.642224378472362,-205.63486694219165
1,10,-176.03785690159745,118.5,-41.91286853143341,-11.62614299803051,-240.99884537213353
1,11,-78.97830672076007,59.5,-27.382700749602943,-5.804508154142364,-105.29109781701476
1,12,-817.2349078654802,133.5,-59.61518086595324,-13.175358349778229,-877.9443686497488
1,13,-721.4403764798456,67.5,-49.809185540640094,-7.249498990343639,-731.8816919488618
1,14,-891.9011635061822,67.0,-49.87776343508603,-6.379313085467858,-902.6440869856283
1,15,-172.8059978726588,42.0,-25.405734862205037,-3.6741199239824747,-185.7261430864713
1,16,-28.013757320777437,64.5,-24.649551581305694,-5.667073761043213,-62.19713197842853
1,17,-790.5850118473278,69.0,35.30957325203689,-7.174355761194727,-887.7202293381699
1,18,95.06956226974815,99.5,36.64434010366093,-9.70667101661162,-31.368106817301168
1,19,-356.67693136574593,100.0,-57.27238826684529,-10.711831421536868,-388.6927116773638
1,20,-456.46488486108836,156.0,-38.44624014887366,-16.594497983848285,-557.4241467283664
1,21,-315.634966076041,79.5,-47.16817286001826,-7.818444404066653,-340.1483488119561
1,22,-525.0160079128121,57.5,-19.988881794775843,-5.39780420505675,-557.1293219129795
1,23,94.20239450444583,96.0,19.284769567630285,-8.50099185216354,-12.58138321102092
1,24,-26.466583971405313,110.0,-7.25235309992358,-9.668167538319986,-119.54606333316174
1,25,294.1095733239975,250.5,129.8012962704921,-31.144854048260175,-55.04686889823443
1,26,-77.50826749357711,98.5,-36.00663068488383,-9.433357586311292,-130.568279222382
1,27,-406.28064495966214,73.0,-67.51958755498454,-8.443120680810626,-403.317936723867
1,28,19.877104762460974,67.0,-36.98271933051047,-6.756551058854708,-3.3836248481738496
1,29,-82.73036147411881,126.5,-74.05882335649443,-16.622827443116158,-118.54871067450823
1,30,-516.8349045191209,49.0,-31.774499975924517,-4.588198535717422,-529.4722060074789
1,31,-57.962463494956395,94.5,-44.87856063493431,-10.586895882685635,-96.99700697733645
1,32,-99.11660751832676,93.5,-33.509694659262635,-8.225918610514675,-150.88099424854946
1,33,-222.84169706214772,72.5,-50.09532984153569,-7.124116681058678,-238.12225053955336
1,34,-825.8683921787225,107.0,64.08408186671622,-10.106397081237608,-986.8460769642011
1,35,-697.1126554070564,56.5,-35.80148433017583,-5.444306291748073,-712.3668647851325
1,36,-670.5872957566824,102.5,5.284679233040583,-8.71184605521288,-769.6601289345101
1,37,5.063869892066647,58.5,-36.533610477805155,-5.982790235314813,-10.919729394813386
1,38,-916.6920417326904,79.5,-58.27948364496384,-7.786425169558038,-930.1261329181685
1,39,-497.3144309918907,109.0,-40.15336633407492,-9.541368996614148,-556.6196956612016
1,40,-824.433727276788,117.0,27.43359905804178,-12.438135370379667,-956.4291909644501
1,41,-472.9877947020576,250.5,-135.95453227219028,-35.69706083668148,-551.8362015931858
1,42,-370.9871098336446,81.0,-51.25181538238159,-8.343035779785998,-392.392258671477
1,43,-141.92997871177366,152.0,19.708687920472496,-15.327278145206769,-298.3113884870394
1,44,-196.48343256115663,49.5,-40.605851812118175,-5.397745455182106,-199.97983529385635
1,45,-687.2928703389904,137.5,-35.30320036514443,-14.694761507362195,-774.7949084664838
1,46,-417.57274603891324,64.5,-34.25264256226059,-7.024952741874863,-440.7951507347778
1,47,-199.1765437682722,84.0,-46.16264769983921,-8.281178266119282,-228.73271780231372
1,48,-8.606599910536467,81.0,-52.280012616331796,-8.703121004711177,-28.623466289493493
1,49,-453.3562004671297,90.0,40.954947214744124,-9.476875975678345,-574.8342717061955
1,50,-822.8232535334295,123.0,89.30144185069092,-14.735971355417325,-1020.3887240287031
1,51,-578.1476411138345,59.5,-29.43924252908781,-6.828671893695725,-601.379726691051
1,52,-510.4212819837919,76.0,-62.14441059555185,-8.020419305649003,-516.2564520825911
1,53,-408.7120866380114,141.0,-44.899887975709404,-14.437505674290612,-490.37469298801136
1,54,-452.88565340102787,92.0,-16.849420264795008,-9.236450120492886,-518.79978301574
1,55,-1110.272616500495,66.0,-62.57190185012831,-7.787777192348764,-1105.9129374580177
1,56,84.12697692191159,153.0,50.09393921346651,-14.940161250913444,-104.02680104064149
1,57,-315.41119387438346,75.5,-43.30743654907932,-7.800941570076614,-339.8028157552275
1,58,-26.657585024963396,104.0,20.32110820373905,-10.479364492766301,-140.49932873593613
1,59,-923.44138056119,97.0,-35.2342830030816,-9.669964101206098,-975.5371334569023
1,60,-374.8457947900868,66.5,-44.742600451183975,-6.893895061226334,-389.7092992776765
1,61,-335.58760638369114,79.0,-48.66593860395321,-8.321787136602644,-357.5998806431353
1,62,-116.77025519854408,62.0,-51.174271010188136,-6.961375779777012,-120.63460840857893
1,63,-32.40709429924584,83.5,37.34053859373522,-9.146106940238536,-144.10152595274252
1,64,-287.7975358736916,70.0,-55.7347042009112,-7.177039559750059,-294.88579211303033
1,65,-588.4768889637589,72.5,31.46023573913388,-7.095575612764426,-685.3415490901284
1,66,-117.01780803043886,82.0,-66.05915755396674,-9.49766847703171,-123.4609819994404
1,67,-168.0377557347332,68.5,-80.71744673223249,-7.957200915907397,-147.86310808659331
1,68,-1031.84206357779,79.5,-60.486565071539,-7.49632623591566,-1043.3591722703354
1,69,-689.1042271467069,83.0,-76.13160122479049,-7.79723532297519,-688.1753905989412
1,70,-102.95342315572947,250.5,-37.4888948660436,-29.481973910739658,-286.4825543789462
1,71,-44.341181981087246,71.5,-71.43734945387597,-8.018688776671837,-36.38514375053944
1,72,-443.63354840529905,104.5,34.70915381483191,-8.757063395294416,-574.0856388248366
1,73,-171.94829297037694,75.0,-41.83317190745394,-7.507793281722373,-197.60732778120064
1,74,-13.273276136738872,119.0,-33.19314259210001,-12.549320967892541,-86.53081257674633
1,75,-503.66094165278383,57.0,-31.060152756934436,-6.26855747663946,-523.33223141921
1,76,-35.268489648552574,61.5,-39.61701793453974,-5.394280156154901,-51.75719155785794
1,77,64.73355579761738,81.0,17.26935634576408,-8.204740821199351,-25.331059726947345
1,78,59.50192425515888,129.0,67.86402841379514,-12.908822051820355,-124.45328210681592
1,79,-29.852338538911965,108.5,11.04502336601936,-10.397140495128246,-139.0002214098031
1,80,-129.00167930582595,102.5,2.2726413117288264,-8.431749684530745,-225.34257093302404
1,81,-643.5616422154645,73.5,-50.524898440584145,-7.017011543058103,-659.5197322318223
1,82,-893.7395506269731,116.5,-63.948561719635876,-11.556812939049406,-934.7341759682879
1,83,-452.34933826052566,134.0,50.82201217386654,-13.855057448479844,-623.3162929859124
1,84,-208.50322210271608,132.5,44.02139222506911,-13.996028944860054,-371.02858538292514
1,85,-599.8210814621813,61.0,-27.62128990743466,-6.211451850408012,-626.9883397043386
1,86,-497.1412030798919,105.5,-22.019491538150433,-10.287773842854138,-570.3339376988873
1,87,-902.5885848304075,136.0,-55.83714642353313,-13.794325791460492,-968.9571126154138
1,88,-100.2674078030908,151.5,34.57837995328655,-15.61504924211115,-270.7307385142662
1,89,-307.00534808377654,128.5,73.73385958422351,-13.682170189261136,-495.55703747873895
1,90,-296.4762689875863,71.0,-40.446381357745295,-8.117408348941654,-318.91247928089933
1,91,-343.8691709762825,143.5,18.630608976756964,-14.25320006278653,-491.7465798902529
1,92,-213.07166764419213,80.0,-69.93107117804676,-9.06336195552579,-214.07723451061958
1,93,-895.7068429989175,76.5,-43.986278059326914,-7.257743959062372,-920.9628209805282
1,94,-364.0513890782922,79.5,-44.91818493195526,-8.668641395009466,-389.96456275132743
1,95,-629.292573674049,137.5,23.521684296711186,-10.69337674615295,-779.6208812246073
1,96,-187.56365250808378,110.5,-70.47985864878534,-11.384348536757933,-216.1994453225405
1,97,-73.59482345202643,96.0,-60.19763540802439,-9.536688283626923,-99.86049976037512
1,98,-729.507181459092,85.5,-44.6955002540085,-8.517710751695141,-761.7939704533883
1,99,-263.22590259182886,50.0,-11.523120002749861,-4.0270789465163634,-297.6757036425626
1,,72.76835244425858,148.5,16.9977540405499,-14.86115618502372,-77.86824541126758
1,,-613.987818529274,53.5,-23.928490647278018,-4.727815438610587,-638.8315124433855
1,,-18.713191105579526,136.0,-3.45395596892148,-13.386795622083257,-137.87243951457478
1,,-948.6697754489538,61.0,-41.34289176548261,-6.932920217917751,-961.3939634655535
1,,-35.907708808018555,113.5,25.285189716144664,-11.158327630333822,-163.5345708938294
1,,-139.1270630653907,82.5,-45.488290152058354,-8.89732984264234,-167.24144307069
1,,-828.7845558429318,83.5,-53.602641182580264,-9.761752702922632,-848.920161957429
1,,-184.48336963645977,50.0,-29.817043075398907,-5.271019956863963,-199.3953066041969
1,,-238.8801868633659,139.0,-31.110734709763697,-14.1829381139024,-332.5865140396998
1,,-200.62745906403313,76.0,-28.570339957202567,-6.509414557573933,-241.54770454925665
1,,-145.04341036223502,57.5,-34.65071944920744,-6.3525977514029295,-161.54009316162464
1,,-61.924193945344705,77.0,-50.017216699135396,-7.06479938903402,-81.84217785717529
1,,-279.0742536005185,34.5,-18.33399246873639,-3.1603771772473217,-292.07988395453475
1,,-437.2485495763356,66.5,-54.877692177306905,-7.0470300656414215,-441.82382733338727
1,,-484.02481692677816,117.5,-62.8640083759349,-12.715230978641523,-525.9455775722017
1,,-643.6966605031582,78.5,-60.54253110570478,-8.555426378335977,-653.0987030191175
1,,-153.1628566706629,56.5,-30.673843256872964,-5.7293765126404255,-173.25963690114952
1,,-210.94565887483952,96.5,-49.78169742865134,-10.130328368232902,-247.53363307795527
1,,-317.26567516311667,88.5,-77.39112356249912,-9.466543249153972,-318.9080083514636
1,,-772.894206475617,47.0,-30.78071181621032,-4.291743558521886,-784.8217511008849
1,,-89.39630943436558,69.5,-62.06883115286107,-7.474637200477996,-89.35284108102651
1,,-72.31614462739279,62.5,-45.96205126907257,-6.982473472286461,-81.87161988603376
1,,-82.66465647025524,110.0,-33.78097175315937,-10.91565657266324,-147.96802814443262
1,,-655.7246383628303,59.5,-46.61785123770729,-6.45556678423485,-662.1512203408881
1,,-113.71348343602725,82.0,48.63399088049717,-7.726290684511236,-236.62118363201319
1,,-5.197900449392591,105.0,15.436410796787426,-9.106862345443977,-116.52744890073605
1,,-342.65014523422815,69.0,-50.93544391807591,-7.399732305869857,-353.31496901028237
1,,23.592928927509604,145.5,-21.020320463599155,-15.875833671878961,-85.01091693701228
1,,-469.6318643658034,58.5,-38.75998048844032,-5.9261303518699675,-483.4457535254931
1,,-351.2564700353389,166.0,33.66105795935908,-16.225310548256484,-534.6922174464415
1,,-1144.980892061515,158.5,-39.61001053976365,-17.585749424550656,-1246.2851320972009
1,,-324.8454386491996,82.0,-30.295032597779407,-8.192055335545499,-368.3583507158747
