generation,specimen_id,total_fitness,distance,walk_straight,speed,joints_at_limits,alive_bonus,height_diff
0,0,-611.5940333060729,-471.420807862488,-8.509570488666142,-242.6577601208471,-2.540000000000002,166,-52.46589483407167
0,1,-640.2434459978648,-509.19887133731197,-0.31249029861755756,-254.3766676869267,-4.449999999999995,182,-53.905416675008546
0,2,-642.3938174360569,-1483.7203976299947,-1.6922975537373768,372.1066425550936,-6.36999999999994,504,-26.717764807418465
0,3,2068.7354606964814,1234.5599407722107,-1.844543633160458,351.63837224467153,-6.699999999999952,504,-12.918308687240375
0,4,-2901.959819992179,-1362.37210394511,-1706.1926793810017,-257.86474008124986,-14.509999999999975,504,-65.02029658481737
0,5,1973.6724979340784,1191.1779845013905,-0.8130628483995704,303.0936917192096,-10.869999999999905,504,-12.916115438122189
0,6,74.29381509059193,-433.26522181277664,-12.324649234112362,405.18063614356475,-4.859999999999995,174,-54.43695000608382
0,7,1095.2827144996663,653.6469813051823,-5.2285725959125235,285.9079049693802,-4.1599999999999895,230,-64.8835991789839
0,8,787.8739648130639,363.4305083428773,-1.3871469986113296,317.24086155651594,-3.5199999999999974,174,-61.890258087718095
0,9,85.98290307962179,-404.48296396677,-0.4469368178050327,356.3393872121274,-1.640000000000001,190,-53.786583347930616
0,,484.092570860216,-279.8929998336224,-0.8996216031505228,381.67226881725236,-4.569999999999984,442,-54.21707652026345
0,,474.6669607953188,966.9909334162963,-1239.7771560980427,325.4667423943569,-17.040000000000017,504,-64.97355891729168
0,,-4475.780797984363,-1272.823612979312,-3965.5735164223183,336.2734897127185,-12.77999999999989,504,-64.87715829545135
0,,-199.5213930064218,34.3119243394724,-8.722174350877658,-331.0471750561321,-3.439999999999995,166,-56.62396793888442
0,,1987.0206578876762,1202.206574006958,-0.4118212397220746,305.23412172088973,-10.989999999999903,504,-13.018216600449414
0,,115.50073480990616,-352.9430752134952,-18.072878206975627,417.00154781711257,-2.589999999999999,124,-51.89485958673554
1,4,2269.856762490493,1496.3135591881248,-0.4013645451701886,299.0566652185539,-9.159999999999927,504,-19.952097371015288
1,5,1466.3058262803424,934.2885628818636,-213.7602989432874,319.6921749543767,-12.94000000000003,504,-64.97461261261047
1,6,-849.2551779296166,1063.348924634809,-2600.2373761808,259.3710279971455,-10.83999999999993,504,-64.8977543807714
1,7,-943.0108676309002,-1126.3105510107139,-7.5868624363320905,-244.7050501711287,-15.07999999999986,504,-53.328404012725635
1,8,1025.3478461776035,240.72905094472054,-0.47255287086612935,305.8282011299856,-11.699999999999905,504,-13.036853026236631
1,9,-631.108372708436,-426.4523197894085,-48.5242554448873,-249.59885323923734,-3.279999999999997,148,-51.25294423490295
1,,-131.0623840409085,26.057277338722773,-10.04169821152854,-326.9083819161709,-4.5199999999999845,246,-61.64958125193188
1,,2068.7354606964814,1234.5599407722107,-1.844543633160458,351.63837224467153,-6.699999999999952,504,-12.918308687240375
1,,2068.7354606964814,1234.5599407722107,-1.844543633160458,351.63837224467153,-6.699999999999952,504,-12.918308687240375
1,,-340.5899842872484,-1094.936236227633,-33.49293679506888,318.76145723469574,-11.579999999999856,504,-23.342268499242635
1,,510.4316083204916,119.22205649775913,-18.467965288683015,323.47859351280505,-2.3699999999999988,150,-61.43107640138954
1,,2068.7354606964814,1234.5599407722107,-1.844543633160458,351.63837224467153,-6.699999999999952,504,-12.918308687240375
2,4,-187.61266379468145,91.8643541168381,-1.0104125588937056,-351.3846379267425,-2.15,132,-56.93196742588333
2,5,1021.6375737037813,1050.6860076668238,-23.280287462620997,-361.7316843110255,-4.119999999999983,414,-53.91646218939626
2,6,2176.968025913872,1361.2962657260814,-17.93004327157809,352.53502731487475,-7.939999999999936,504,-14.99322385550585
2,7,796.414185992992,393.5747015946173,-3.2330537154338526,261.7579787004487,-2.8299999999999965,198,-50.85544058664002
2,8,585.840947703226,172.8293491017208,-6.773864988457619,327.879571227721,-3.669999999999995,150,-54.4241076377582
2,9,1215.8079625893124,675.7032767947487,-53.311237712802814,332.0386398494988,-4.649999999999976,326,-59.97271634213219
2,4,-187.61266379468145,91.8643541168381,-1.0104125588937056,-351.3846379267425,-2.15,132,-56.93196742588333
2,5,1021.6375737037813,1050.6860076668238,-23.280287462620997,-361.7316843110255,-4.119999999999983,414,-53.91646218939626
2,6,2176.968025913872,1361.2962657260814,-17.93004327157809,352.53502731487475,-7.939999999999936,504,-14.99322385550585
2,7,796.414185992992,393.5747015946173,-3.2330537154338526,261.7579787004487,-2.8299999999999965,198,-50.85544058664002
2,8,585.840947703226,172.8293491017208,-6.773864988457619,327.879571227721,-3.669999999999995,150,-54.4241076377582
2,9,1215.8079625893124,675.7032767947487,-53.311237712802814,332.0386398494988,-4.649999999999976,326,-59.97271634213219
