generation,specimen_id,total_fitness,alive_bonus,speed,height_diff,forces,distance
0,0,-1512.616536733025,194.0,-123.96514291991294,-18.65139381314478,-1199.9999999999673,-364.0
0,1,-590.7176255946632,81.0,33.43994654759646,-7.1575721422333425,-640.0000000000264,-58.0
0,2,-917.9247149338306,147.0,-49.84439667061394,-11.080318263247749,-759.999999999969,-244.0
0,3,-988.7156306959034,104.5,102.88456263203264,-7.100193327911787,-1180.0000000000243,-9.0
0,4,-752.3643825045547,74.5,46.607151855327835,-5.471534359913754,-839.9999999999687,-28.0
0,5,-307.8134617366226,88.5,4.237184096618106,-7.5506458332136335,-340.0000000000271,-53.0
0,6,-452.5491296056089,73.5,-107.69199832212789,-9.35713128351012,-259.9999999999709,-149.0
0,7,-1913.5532792925571,76.5,-12.09748345691489,-5.9557958356775895,-1859.9999999999648,-112.0
0,8,-2096.588643209272,130.5,-40.74132783255775,-10.347315376692666,-1960.0000000000216,-216.0
0,9,-1484.3026887374374,97.5,124.17914494171802,-7.981833679132598,-1720.0000000000227,22.0
0,10,-362.24793744385863,60.0,-34.96564839222278,-6.28228905160828,-280.00000000002757,-101.0
0,11,-790.388977544043,178.5,120.93172878838936,-20.820706332464415,-1039.999999999968,-29.0
0,12,-678.1395224738192,250.5,106.59582918975794,-27.235351663552038,-920.0000000000251,-88.0
0,13,-117.71485870823288,62.5,26.853496611846367,-5.068355320051513,-180.00000000002774,-22.0
0,14,-3113.8721165530574,39.0,50.48066506110789,-3.352781614205245,-3199.99999999996,0.0
0,15,-1088.2648776165818,125.0,62.653848851222,-11.918726467779507,-1240.0000000000243,-24.0
0,16,-1864.2430349261567,135.5,-49.76109475680341,-9.981940169330528,-1680.0000000000227,-260.0
0,17,-3134.871340827181,48.5,34.75302796612873,-4.124368793292756,-3180.000000000017,-34.0
0,18,-91.49921872928238,45.5,-23.28180994810782,-3.7174087812029324,-19.999999999971624,-90.0
0,19,-2178.1562798174186,191.0,-126.6815131159258,-16.474766701471026,-1860.0000000000218,-366.0
0,20,-1049.787261606831,155.0,10.97580024332697,-11.763061850189594,-1059.9999999999684,-144.0
0,21,-1173.776068118673,116.0,-26.754101529054935,-9.021966589593562,-1080.0000000000246,-174.0
0,22,-908.751155514484,71.5,113.83354112047438,-6.084696634990696,-1099.9999999999677,12.0
0,23,-1531.3684805494347,65.5,29.934128583462382,-6.802609132874394,-1620.0000000000227,0.0
0,24,-3276.7309273450637,100.5,129.67515393251202,-8.90608127755943,-3500.0000000000164,2.0
0,25,-304.22881258184066,83.5,31.442355244687565,-8.171167826501225,-400.000000000027,-11.0
0,26,-2488.537921405276,75.5,-21.51158759764601,-7.526333807666616,-2439.999999999963,-95.0
0,27,-765.2308124578882,86.5,-26.44940077657041,-7.281411681348667,-699.9999999999691,-118.0
0,28,-1230.144233822365,62.5,41.11578503170446,-5.760018854045421,-1320.000000000024,-8.0
0,29,-291.5078947920439,60.0,16.294632218313627,-4.802527010387053,-339.99999999997044,-23.0
0,30,-1533.2433889306071,80.0,-7.473143293592967,-7.770245637047761,-1499.9999999999663,-98.0
0,31,-902.4033080187489,90.0,4.031944943098061,-7.435252961878558,-899.9999999999684,-89.0
0,32,-1033.806851432428,49.5,42.99119400913638,-4.298045441540032,-1100.0000000000243,-22.0
0,33,-1621.4322247365335,36.5,-39.15662841375146,-3.775596322815426,-1539.9999999999666,-75.0
0,34,-830.6810690057621,165.0,-31.772665089807205,-18.908403915928815,-640.000000000026,-305.0
0,35,-1287.234605451595,90.5,-82.84383072416315,-11.890774727407473,-1100.0000000000243,-183.0
0,36,-2277.5411056479825,80.5,-31.61920123240685,-7.421904415554886,-2160.000000000021,-159.0
0,37,-1180.1487863361538,107.0,79.96415437833478,-10.112940714464699,-1320.0000000000239,-37.0
0,38,-149.2590526273866,98.0,22.876527013885365,-9.135579641301424,-219.99999999997056,-41.0
0,39,-1781.8121371294953,86.0,-62.61273828097279,-11.199398848499857,-1620.0000000000227,-174.0
0,40,-534.1660304540421,81.5,40.28167090074119,-5.947701354757062,-640.0000000000263,-10.0
0,41,-1758.1422329464256,68.5,81.11994680290681,-7.76217974931052,-1900.0000000000218,0.0
0,42,-193.00171391266014,81.0,39.37326372336324,-7.374977636052756,-259.9999999999706,-46.0
0,43,-2555.7875753102408,80.0,-8.884339212866204,-5.903236097354335,-2560.00000000002,-61.0
0,44,-107.12623517780068,122.5,63.565050528330914,-11.191285706104036,-260.00000000002757,-22.0
0,45,-1255.8653295369895,63.0,-25.82903189773192,-5.036297639233282,-1160.0000000000243,-128.0
0,46,-877.4080515629148,39.0,13.038507068102353,-3.4465586309920533,-900.0000000000251,-26.0
0,47,-3784.0755304673344,59.5,45.94437123632078,-5.519901703640519,-3860.0000000000146,-24.0
0,48,-1286.7118564251607,44.5,-35.33848117184769,-4.873375253345805,-1199.9999999999673,-91.0
0,49,-648.428551712927,65.5,0.8421291822637016,-3.77068089516444,-620.0000000000263,-91.0
0,50,-264.4555959326313,78.0,31.763047129148703,-5.218643061809342,-339.99999999997067,-29.0
0,51,-963.9879287447077,75.0,44.49977430351737,-6.487703048257132,-1039.999999999968,-37.0
0,52,-313.69417982863297,38.0,-30.420971872690078,-3.2732079559720417,-239.9999999999708,-78.0
0,53,-1245.6645768910485,80.0,-7.707699159855572,-5.956877731225651,-1219.9999999999673,-92.0
0,54,-1809.4328529004458,70.0,52.48421307191188,-4.917065972335899,-1900.0000000000218,-27.0
0,55,-527.7628723840281,84.5,-112.73368279184874,-8.529189592209091,-319.99999999997027,-171.0
0,56,-1100.0000205781482,67.0,37.787035298665586,-4.78705587678941,-1160.0000000000243,-40.0
0,57,-1611.7393739287106,161.0,86.32817465463359,-15.067548583379041,-1819.9999999999652,-24.0
0,58,-1075.6896585893905,100.0,-39.298148800098055,-9.391509789267321,-940.0000000000251,-187.0
0,59,-364.4427289176182,72.5,-81.59924765545837,-8.34348126213218,-200.00000000002765,-147.0
0,60,-459.25528471623096,46.5,17.680834177605004,-3.436118893866414,-499.99999999996953,-20.0
0,61,-196.11746233741272,109.0,126.5035376182807,-9.620999955666298,-400.0000000000271,-22.0
0,62,-3010.5165975430164,78.5,0.17894033821492894,-7.195537881270486,-3019.999999999961,-62.0
0,63,-421.16185938741455,250.5,-72.96077573081834,-30.70108365656798,-100.0000000000282,-468.0
0,64,-3165.149207583355,118.0,-160.1745107409371,-6.974696842455863,-2839.999999999962,-276.0
0,65,-3068.610625768617,75.0,-42.63299813221648,-8.977627636438877,-2939.999999999962,-152.0
0,66,-917.0863938170277,82.5,-8.156142779982678,-7.430251037076642,-899.9999999999684,-84.0
0,67,-1428.9092137756743,46.5,31.178064489685884,-3.5872782653366966,-1480.0000000000234,-23.0
