generation,specimen_id,total_fitness,distance,walk_straight,speed,joints_at_limits,alive_bonus,height_diff
0,0,564.3154206534737,98.40432464709312,-8.1146662601784,332.495543784585,-35.10000000000002,233,-56.36978151802599
0,1,66.2652834953881,-414.77625217714865,-1.2881626422275814,371.5737730757202,-28.199999999999978,194,-55.04407476095592
0,2,-550.2132951207432,-363.36364223249404,-0.05095738846656704,-247.92897843155805,-7.699999999999998,122,-53.16971706822451
0,3,-570.9129923148759,-392.5243650185272,-2.4845373360129637,-248.2680975001639,-6.600000000000002,133,-54.035992460171784
0,4,-553.5495560433242,-365.59359926682095,-0.8984332232918961,-245.92190811232885,-12.699999999999996,126,-54.43561544088241
0,5,88.72231339246883,-336.11522869728935,-0.30543666761487986,347.688584414758,-34.69999999999999,167,-54.84560565738496
0,6,217.19454156391492,-235.88489466339988,-5.6305671067291145,362.99206582410136,-25.299999999999994,176,-54.98206249005746
0,7,121.24253403337204,-344.62798786028895,-6.597397896345973,419.0123691107476,-21.199999999999996,129,-54.34444932074067
0,8,186.25224496430315,-266.3001809615539,-19.935196353018153,361.9232110919544,-32.599999999999966,198,-54.8355888130792
0,9,365.57658254188067,-142.30375943901265,-0.12123713324967929,422.13287824078054,-15.999999999999977,156,-54.131299126637536
0,10,-719.6277384861135,-570.96662580272,-0.6479179817575166,-258.20746756536323,-35.0,200,-54.80572713627266
0,11,-23.981408394484625,-444.8221696207611,-68.89327415994639,404.6303175035244,-16.299999999999983,153,-51.59628211730158
0,12,-555.6309578167436,-369.7611522678565,-0.6678199564012235,-245.99412003695298,-13.09999999999999,129,-55.10786555553278
0,13,-266.7272620234592,-116.91798566918037,-2.8643803938889913,-293.8371668182177,-35.3,246,-63.80772914217211
0,14,135.64452930901564,-290.66464121961127,-0.2706556448521921,350.3682861233966,-16.999999999999982,148,-54.78845994991754
0,15,18.713438758973822,-447.8719736562842,-4.497930117135855,350.5240954648129,-37.99999999999996,213,-54.44075293241907
0,16,-706.395460191031,-577.4117446885044,-0.47986119800156846,-247.61023061267102,-33.50000000000001,207,-54.393623691854025
0,17,-678.6250730347366,-506.9215151146869,-13.978626418951102,-252.35417346485045,-24.699999999999974,174,-54.67075803624821
0,18,57.69620775989556,-424.3920328100669,-6.653637371808154,411.31472354974045,-24.499999999999993,157,-55.07284560796985
0,19,-642.3250228548804,-467.02601416591335,-0.24222285944575983,-248.89379312531577,-38.10000000000001,167,-55.06299270420557
0,20,82.83269923346754,-337.0746894718051,-39.86615618563631,363.25173553501173,-15.299999999999972,166,-54.17819064410282
0,21,-631.9156055846202,-449.299220631649,-6.0988471890970475,-251.25210375402128,-29.699999999999985,159,-54.565434009852865
0,22,-611.0523944965721,-439.6512267430567,-4.928873095207897,-241.92903410896918,-20.799999999999986,151,-54.74326054933841
0,23,46.22350572365039,-420.3344686233086,-10.320404987875236,415.0376217869229,-37.19999999999994,154,-54.959242452088716
0,24,-522.0121245612486,-336.2365435672185,-2.1613149201940356,-235.6235446209474,-6.699999999999999,113,-54.290721452888555
0,25,207.95655558827983,-249.03536035907257,-0.1301058213737831,433.4991396016166,-8.299999999999994,86,-54.07711783289048
